ランディング ページ,セッション,新規セッション率,新規ユーザー,直帰率,ページ/セッション,平均セッション時間,コンバージョン率,目標の完了数,目標値
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=yMfrtFfnQle20Vs59ypIDwAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=YPku8-ypTzKTzC-0cjd_MwAA,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=YPp-bx5KTTe1pOeMm-vmdgAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=yq7zYHC7TvedEGipBKYSxwAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=Yr6bvyCOQgCF7m6hc5UhgQAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=Ys2pZpSLTcy47mgTV8FHBwAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=YUHpA9IKS5iL3N-FqAUm_AAA,2,100.00%,2,50.00%,1.50,6.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=yuIoOTIkSmijpOAXEAR-SQAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=YV7uhtCvRMizsRdG41HNwQAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=YvzanmrJQl-wRmYCFWqEFgAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=Yz4ObKWSTv2R-DjTI0FPBAAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=z4RQrY66Q52rksDxf4rLjgAA,2,0.00%,0,50.00%,1.50,1.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=z5cmRgJHQG20769puKKejwAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=zba8eCz-QV-ZOrfT70iZlgAA,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=zDtIPWEMTJWMNWumhwUuQQAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=ZeP-aKDxRFm-pcKC7qCi6wAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=Zi1iJ381QsWOI9yq9590LwAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=zo4A1bE0TKmZSUQMDJC0lwAA,2,50.00%,1,50.00%,1.50,2.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=zutNeuxWQWS8YtNJeNd8tQAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=zWMAmlgHT1eYz9UyDT-h5QAA,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=ZX0DSXFZQTaM1p5AqhYOrAAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=zYOM12UaQoaqEAvjQ6DjZgAA,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=zZlDOKb0Qr6m8PO9mCPHdgAA,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1594265234.MmMwAfOdcq3h2e0qWwQxU4CghXAO_v_X2_HxgXL7RhVuGMtUvHeHRBGm3TDSJDozyJNqjLH6u_._6ZaEUavxZUjTxLuRqmsQ9R0rRhFFyREdbdw-,2,50.00%,1,50.00%,2.00,10.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1600815090.CD_Azk2dcq3ULlNYvwR18q5HeUUWax3NkrsSv79dHOLasEzbh42sX_MOLUWTttnym4_hQWPl1DI9FGs1sN4Hg5NIrS9leJHHimzesB9b5h2IFoQ-,2,100.00%,2,50.00%,1.50,102.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1607862903.GzE0EEWdcq1ulDtJyn9k0iAE0Y_QbiqPwHirdGzIpp.Jt5HV1O9QZIH.FNFlZ63ucqExTdwBgrJChAQ4FZM1bQC1CTcIT4ZC0ZhM_ybINVnA09E-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1608194288.dtCwGlOdcq10U_kRjUCs4oAfe._Uu1UGlnS56FcdfDbJ4NNwsdvnT_C4_QWLfYWz4pIwW.GVzKqQ9d2VGmjXIWGzfJCExL4eCV1KzkFQSTjswU0-,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1609280797.HsqQ2C2dcq3NRXizODKoxx3.BXqrj7TzjZqAqqZtHYrlD5YxMdvB.mYu0xnXTgZJDRZBvRej8JPyJalVvm3QIzaupxAp21Roi.PxUmh1jQph0Mk-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611402714.WAaPOwSdcq2cPkZnzFO4aSARswg.V4PeF5PjyspADKk2RXtNzKw.tC6QuAhD4RwnIKOH2XLnyvNBcnwmeaYVAPIRYDqQPy_0kwOqZx8cs6OTVeM-,2,0.00%,0,50.00%,1.50,5.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611449379.tHSG.hedcq34RvmSxUeljmSrA9gahTYbN45YDgj9Hhw.NnStIdPviW5rM3ZggZf2DWcVa.Jdg8thCdRh7Xcyv5LuCewUamLt5FP18GZN0sJGPJI-,2,0.00%,0,50.00%,1.50,66.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611455537.VwANIA6dcq06N4RE1HolDsq1u2TRFDauluKDM5YUfYJAfrL4sSsG.PDuJifQrmSLIQXOE1e6iMIi_UA69DeX7yaOvIstE9oZzBtLZkuJLcwuFb0-,2,50.00%,1,50.00%,1.50,2.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611459207.fAfPYaqdcq2nvi1M3V3x6TyHgNktGNSGuYkvuqouz3YLz5pq9SGPznFLVOaXBa7uq4v7.qYPmsLTN_EIb4jtjHqN5PB4oBAZbk_2gSXDplTEnXo-,2,100.00%,2,50.00%,1.50,1.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611469166.TqqG8C2dcq2q77dsUvsevl3uWKIMh6OBdYvav68EnDa6XVkscG7iLK6bboXDtAZQKNjoV4Jn7PUM35SDTijqRM1lFpdHgJoiof906s4LX5Y749g-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611472947.c0SdFcidcq3xrXR2WKprSeUpXKYj53ohA2T9FWdfLqdoqbbEd8zhkr4U24ZU9mtCAqBkdafhCDJzRshhXi3Q.Y7lcWIVgJv.d6t5V9GvkVuHP8Q-,2,0.00%,0,50.00%,1.50,66.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611575186.5o9o0mqdcq3k4Gl7datSaB9HwbO2_MDlGXrRRXvdf3P5rcTmIxDN3D_UrElZsRVQq_kg.t1v2Ld8_vRvnJuiG6DcNf0mgvDex1PSkQha.NclbHA-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611610074.m4Kx4VGdcq3GWrjxbQwPF.9lIyJuNHLtWEs9Tl3qj1MLyOZh5ldz_ketVOczC2QjwgVCnd1ZJngYioiDgpfJTab5O5x9qbksHHVV8KLeO.ye2k4-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611700368.6htZWRWdcq3v3l_SCaiAgoSlr0ZNoyfbKYXf487djKUwoRxYXc_h4FO0bj8l4lAFW9L.Up3JC0DjFDxs8gCE7uGrI75BLQQGbc117aDOc8GFdn0-,2,0.00%,0,50.00%,2.00,1069.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611717959.p5Ej9bCdcq0XqcZ9SU5Oz_3mo.MUjsYbHrXXpcJ.qzuvSbIJT6mxlFGe7sOOeHtlYT371BPWmprrIYNPE3bWUbXQK2MnsvsyGF7_gDoAVYXUFmA-,2,0.00%,0,50.00%,1.50,35.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611720507.1O9GNdWdcq26EbXHQ40xDUNNBOvIVMwMGOeW.GAwImOrXR8ijPU9scPSqR7J9A41KCYIs13G8I1gDKVOzZB5KX1KR3pLHetDRFWNO_hZaAkXukQ-,2,0.00%,0,0.00%,2.50,189.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611721371.SytNcmGdcq0m2rCPTCqD6Db.OwMbJXLqT_Bm0jM0uR2s.XT6rq0WdZ59eWanJ_m.02qE86MgVCHn8gjhds78wPP304PLTrfdZcveKpYtf9tQ65c-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611743301.EdINexydcq343SVX4Ay8t2zcZjbrAimgx0zSP.Ckg67DI_X4wICBukAUXZQc16vnvjf_kyjKhh4FPq.ydnoyML7WZROu.Vot1H9QYbcJQpeV7Ak-,2,0.00%,0,0.00%,3.50,69.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611800528.Lv81WFSdcq2aE4yKke7nLicNtSU.X1s23hUWCBcjvNVICbCA.pK9a_0LkQUywpihip6N035xcv5Kp.K5P5o5Ri.uosIZiZRY2vgcuvEt4mt1qgA-,2,0.00%,0,0.00%,4.00,26.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611802409.xZB3rrmdcq27udGvYWdYXALX757BQt61jHDW6fbbND.4WyXN0Mf1h3O_SbkmC8vGmIZZjktmchgDV_TzSuG9AO0FC6JD9QyPrCyY2BgBSqn08us-,2,50.00%,1,50.00%,1.50,1.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611805530.irFiY4mdcq26MfgvhQcUm1XvawE3N8VKLVUXtw_fIQogDfvesL7t.6MjWYa3FwzUG1hlB5ddqDzicdgvKEm26umshXO58E5XBcn3R8Em._4ud5g-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611837134.ZWoS71udcq1sUgoquZs9Eh2acud9CdhyxLbkyaqwQCPf6DbKDb3KRz0Er9Gn7BN3oqo9GfqDtAuR6rg1oQM0Qt4TjEBN_zM.VFdU0.4uv1FsnRI-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1611970305.r9PBAlqdcq1CFNWIRxwFHArNIwTtoepYyB4jW.tnaQqQygj0Y.xrl3UUYele.huT5yyRPJNOU.ZtX5EcMIvVKHDwJR_Y.vGij.bK_1WP0UG9Ag0-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612082506.Tz_PecSdcq1vNwBGeXDIiLiuLj2m8CFTjZLglgmTXKfQgG62CjCqUUiOpTZL2TK3Sy1v8x5dq4y.n8wRayG2nHJT2WPrA7ri1ESFfsaMtBAR9yI-,2,0.00%,0,50.00%,1.50,3.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612160503.eDbxgoydcq3CRZ9lxOk8f.rxyf6JhpOG.jtZy.Ly5v7ftmF2MA4MYPO_WyurNFqnk_EDbcK5JIBUeTQk26BcWrtG5.R0Nvu2FGtNGHNmvwo0uvA-,2,0.00%,0,50.00%,1.50,4.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612163333.Kkrv_W2dcq3.VQRTeF9f3Jb4SeMLeKhlUHF5SXVaTOR_W6m7KJ3zxS91ZOeRd7OiwsF_RGUN7jiqXAwK9VsaICKe0oMVjBM0E7ybp474uQ4ZSSc-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612166643.UF4SQHmdcq08xyQXxzwDjqG2MJehXXdLi7csPRUxTu1j7wOSg70YDgp_fugOf8ZCNlepNVrvs7NLpqsKZ_7xqQCBe8vPI_t9Rz4jsbjcdMFXWso-,2,0.00%,0,50.00%,1.50,3.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612182028.LuVuDR.dcq1dV41iTtlkFFr2tUfIl6553jzlvE_dbYsQDlXzeyQwcJRZuXjF2NlTqTtsS437JS0ToTVcY.bNTXzTDwIzLvqNHJ5Nff8t80LEiUQ-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612215119.e8w8eFqdcq3FxmKeDvuOj7btGERkE7NEkcqXzD8jcJfCXSuMbyfaQA6SO2GSeaDSVb32LUqNH38q0h2yxgsHKQ6OtydrC8wAL4mbbpqKxP607OU-,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612238928.Y7KuSzOdcq2rOPMm3a76xugjUl4IgEbPBZrljwdM3FM5B6BCZo56.0ihwoFuc.Uwfl1PD8Cko.hWuGpALX5jWex48X08CVnLIKr.MIyc0D8iBI0-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612266340.lfCKlUqdcq16sg2ge2z7a67wAU3X2EOKqGLWxFf0hBMmkewNv9Frmzg2EEnol6wWcTQB47XrbII_dVv81AUe.0IkcQO397tvY.tGVWbGJyqkSX0-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612299410.YLjwGZ2dcq23xomxPE1Tsa.WvoUnm.3Hr1LGCOqEQgzaX4tjt02cQTDvlEI3uIxkwEFhSReJdHnbsNsEhtVrG7y.zX0NEiWjcjILch5I0xG1X_0-,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612346817.n5KOUKidcq2MphoCJp6y.kdN3PHGZeDPv4AO.1HTKhfj7OqwkN_70vbQXJl1uFRrrpfZzXYKeRHXo7VGp5Qb23d0K8ByaYiVNQPoR2GladaiHe8-,2,0.00%,0,0.00%,2.00,36.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612356319.icfsblqdcq0bfvBR34MZamD1pZcpZa57SubENFiVsaIUbtU3pT_OuzqJC_tdzVnkddUyDA4Lms4C4BNWd6bCkmNKFyOLtxO7bksHdA87so67_yA-,2,0.00%,0,50.00%,1.50,4.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612394385.ZGwayoydcq3SJJqfohGb8G539CrgQBn0.abwh1rC6Rt75hselc20bDvfQNLQfrWvdNtXi0eNSzJqiJHwbPobCvy7L0NTx19paOxM46s1QWRHt4g-,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612396368.x0Q0_0idcq2uqGqk5W9D1Qw3at1igNmbI0.yEUOQOx9Odm9zdcQ8iSILhU78jDQPEv7HR0M_u2sCPDgo8nmCk8xfHQa8O8VxQXLd.rNfbjRmN0A-,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612408001._tHu9bKdcq3Q2ARhW9jTutyNu5gNwoY58E4tPczFs_JEIkAgwhaexb129jZ2P30qgr8fq8Kem4um.e6IGqKgUThZR.acrBHyQnC_ZDV4ailjoBQ-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612436269.Dpl0pM.dcq13V2GkusxeYiir0DxXSyysKSaHqnC8Nex.T_dRBS4v1zA3hZpYrQEqpUt2sCPav3f.OQXwMP2uiJWoguxn4NC33OjXWdGxVo8Q9IQ-,2,50.00%,1,0.00%,2.00,52.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612496476.zq9gqZGdcq0RtSag5yT79Pv.qojaE2.zZ6byTcNIrj1Br8KAuMbEuCWubQd6ToTR9L90gGrOD_Bs1XyeDEw8WwZR1eZ8zeyYWI2HMQxjEUNBYo4-,2,50.00%,1,50.00%,1.50,3.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612501821._ubqwqSdcq23Zqx1KjLOK_Hg6PP4d79eafAlOSbxiU30i0cGc0D9LVOdO4Ikvxy9R3wwU_WR9Q_hsW4wdntEnuu_O34PGFgvG.XCvADBZA5VPKk-,2,0.00%,0,50.00%,1.50,1.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612506006.lx.iUjqdcq10ke69hVr1yDpz1T6Ikv16z4FaS0O2T933jxIX1yHSeQuz4jwtZ9UuuHhO.zFr8wjxO0DrQUeLGiCFkyqQ4iZZcp51sVId218FOC8-,2,0.00%,0,50.00%,1.50,17.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612578408.yY_yJ96dcq0lCC_Ex44hoFOtU1XpIsSR_v7dHxGmGedniVCvTzJqbuHrhOsJ97fFrXxNQ.4qW.fL9zPOIaqzrDPP0InynDF60Et_Qbdaai2w9z4-,2,50.00%,1,50.00%,2.00,12.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612583035.XXCOjaOdcq1NXEKshGrfShdwx8sEdLHRVoeU3NliJGGkCkV_Y8LOUnbkzt4i3O6dGoxTXGqBvp8bOBh8Bvszw1k.OiZJkicehAevLFp_IuH852M-,2,0.00%,0,50.00%,1.50,17.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612596253.u2aiswKdcq2RQLB_yeNTuPIh.2GKt5zg9hkeloYcxyrQ372bXu0lDZrM01z_.6Z6HlF8Iw_GixNBJTukmsT5KpQ3aMLZVEhCg.X.Bkty93RdDA0-,2,0.00%,0,50.00%,1.50,1.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612599763.dQdyxTydcq1plz5uYhBGLQQffqApV1nrX5_1YkkQJr9tPhM24Vvz0VdQpqrsMwN2C8BKogrzm54Qv13LR4hKU5VW1056Sv2f4vV0.IqQn7OyiNk-,2,0.00%,0,0.00%,8.00,80.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612620763.WDtx4Xedcq1PDjyOeElSWYMqdlO2xv9ywTIZ7pqVkCsEdXCrWJFIXh0l0GE9e.Bi8_oxFwgfQw6f39peZvXVm32PwJOYh4mAmHrRb1h94hXiIlU-,2,0.00%,0,50.00%,1.50,6.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612657343.ptfo8ySdcq37mgfs.OtRyGe5ojQASlh87ZCQpIzfrio1pexr073A0nuolbnKA6ntRL54RFpbLJym.GEBdeU86AoJv8vTEy4deVPf4fIT8fLpXwg-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612658353.2ywQoHqdcq1O9cVWx8r8RsWm5T_iNib7l7ltkBtQ7Za57P8GcK3fDNALsoE4JHeznwCslwGYmmJlaC.qLBQHOC3T.HdfHIlRf0ENuJccNIxsg4I-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612664161.bCoMIPidcq0rZkDkx3.NPuFWtmv2vQF0VXaxmQEEUTBybA7nNLDg9zNz7374.yI5teWaAbbxk_dJLDXT7pMMMg_rgViubLpqbAvGlbLhw5jzKGY-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612693761.5Vp3mfOdcq1MrigqDD52wOPEvTJM9Owj_W1ovb.L3_DcghGl0nJ6WWDyWZE9BFiK18oHY7mwYJEELxfRGM.k5LIWvIMjbRu.8yZKu3plgh0tNAA-,2,0.00%,0,50.00%,1.50,3.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612735131..Tu_smadcq2l91hgsD2zry7pDD5Uo.15p1DRhJ.18W3.Nvs_aD_cqzAYPuEH6N1Ld12GApQ3zyZJTu745VdIPVRi5GYJnHQVqYewJE2mb5jaB_8-,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612739776.r29iONGdcq0WZcuZoGuiINnmmgPsWxu8yofgWnJZVpnhkWzz7KiAv5hl_KmR72u98137TpHo9u1Ldj7YY5ufYEwDK0W_raKvxTk8YIqIucIoaIs-,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612755015.wGNCfHudcq3Pvsv3MTahuzZzpmD.2trWBmz3KAGCW.pW5Q4M85DOzUck60FA7tBSNdsTT1z3RcU_xasg1VEHpmsFNX07Thmpeh8bOqp_PXjUgpo-,2,100.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612768838.yT4ycA6dcq3nOH2F3jK9.PeCAyzqoyzL4wZl.6WJXWteY7wyISwBPLsVj.fp5aviSMlUWWiAKmpN0jEAYhxTc1qByHmr6GYBfeTLT1Nbx1NxBp0-,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612799718.AfkJU_Sdcq3vBoOwCeFPrXJXUzPy20J7Z0C5xhZMXh2gsAOBqZM5hosGwijy3nV6.tKul4JhPHqf.mBBInWvKwYRtBP.ExGyXPxXhAsWf0ImgbI-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612803553.rljP2HSdcq251Pf_e.v.M.Godg0CZfhy58E2wS0HNReoRBPtWfu2xD7U415u9.oHVL3R0M0ze8RpTY13wMtG.4jgW6_lMPph4TbWX262jNK0Noo-,2,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612912471.9f3iSHudcq3_Z.IEdm0b7AYPXs116k63q4GG9lzi.1BfHp.WEG92tMYCBsP37scYCCTPcQr_ptsxycx6VwebZOJP8btrpowW5s1x785vK0EBUDc-,2,50.00%,1,50.00%,1.50,9.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612918394..b_YQJWdcq0IKmLdMCDmxYF53jVKBsHMcg9J0MJ4hqxFi8Ieb1jhy9nWk_ixij3G1WgHdUO9jFdqDksY1K4GsioyQbLxo9SMXzDz2PDtsBr.H3w-,2,50.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612934586.WrzNeqmdcq22MsR1tmGJNE.ybTKjkYQvKCBwg9503vz_eq7Pe847Dgm5KS6jSazSMNvLRLq42cSM6QSwNMyr_QqsU9dlECSflhvEoyh5prw3Nc0-,2,0.00%,0,50.00%,2.00,5.50,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612945795.cpdtLLedcq0LRpS8xLxdRtPlkR_gRIFDHMKtvOojZmguQlQFU6.b5DXch_bTc27_rI4Uj9MnQ8oikb0mmaLuaJ2OUqswzsdgw4SMMRrwf_YCOak-,2,50.00%,1,50.00%,1.50,67.00,0.00%,0,0.00
